feature_id,mp11_au_code,row_id,source_table,curve_lane,age,treated_volume,merch_conifer_volume,merch_deciduous_volume,bec_zone,bec_subzone,canonical_au_id,canonical_stratum_code,canonical_species_combo,canonical_mean_si,canonical_median_si,mp11_parsed_weighted_si,tipsy_input_si,tipsy_input_si_source,mp11_weighted_si,canonical_mean_si_abs_diff,canonical_median_si_abs_diff,sph,species_count,species_percent_total,thlb_area_ha,parse_confidence,source_anchor,model_input_status,curve_source,source_phase5_feature_id
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,0,0.0,0.0,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,140,632.7,632.7,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,150,657.7,657.7,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,160,678.4,678.4,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,170,695.6,695.6,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,180,709.7,709.7,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,190,721.2,721.2,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,200,732.6,732.6,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,210,742.8,742.8,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,220,750.9,750.9,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,230,757.2,757.2,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,240,761.7,761.7,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,250,764.7,764.7,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,260,766.6,766.6,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,270,767.3,767.3,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,280,767.1,767.1,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,290,766.3,766.3,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,300,765.0,765.0,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,310,763.0,763.0,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,320,760.5,760.5,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,330,757.7,757.7,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,340,754.4,754.4,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611143,Fvh101,p10r_table_57_001,Table 57,future_managed,350,750.9,750.9,0.0,CWH,vh,cwhvh1_cw_hw_m,CWHvh1_CW+HW,CW+HW,15.721,16.0,16.0,16.0,canonical_top_n_au_vri_median_si,16.0,0.279,0.0,1200,3,100,1604,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,0,0.0,0.0,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,10,0.0,0.0,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,20,0.0,0.0,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,30,0.0,0.0,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,40,10.6,10.6,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,50,47.9,47.9,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,60,97.8,97.8,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,70,146.8,146.8,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,80,192.8,192.8,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,90,239.0,239.0,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,100,279.0,279.0,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,110,311.5,311.5,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,120,339.4,339.4,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,130,364.3,364.3,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,140,389.4,389.4,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,150,413.5,413.5,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,160,434.2,434.2,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,170,451.8,451.8,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,180,466.7,466.7,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,190,479.4,479.4,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,200,490.5,490.5,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,210,499.9,499.9,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,220,507.8,507.8,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,230,515.0,515.0,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,240,521.2,521.2,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,250,526.3,526.3,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,260,530.5,530.5,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,270,533.9,533.9,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,280,536.7,536.7,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,290,538.7,538.7,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,300,540.2,540.2,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,310,541.2,541.2,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,320,541.9,541.9,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,330,542.1,542.1,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,340,542.1,542.1,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
611153,Fvh103,p10r_table_57_002,Table 57,future_managed,350,541.7,541.7,0.0,CWH,vh,cwhvh1_cw_hw_l,CWHvh1_CW+HW,CW+HW,12.234,13.0,8.495,13.0,canonical_top_n_au_vri_median_si,8.495,3.739,4.505,1200,5,100,294,high,PDF pages 372-372; Appendix B pages 126 of 183-126 of 183; Table 57,not_model_input,,
